y1,y2,y3,y4,y5,y6,y7,y8,y9,y10
0.3051036419582938,-0.08745897971059886,0.12855818191191296,0.018768456655012387,0.10052567624616607,-0.18550233308751532,-0.42028154052128386,-0.3407708600026596,-0.6006265896058082,-0.5803733260106295
0.305508773275843,-0.08802719600786647,0.1284483683513336,0.018837832426739195,0.10083656087684635,-0.18647685097005437,-0.41736079543523047,-0.34146570899090445,-0.5989896537874155,-0.5794197020319046
0.305609845918,-0.08791111712520522,0.12848850820820082,0.018832594955747347,0.10074896084580898,-0.18677935214178396,-0.4176321934076938,-0.3414924853291979,-0.6003438971583069,-0.5801867802076679
0.3054871119511608,-0.08771174887470125,0.12854289048973,0.0187147893202482,0.10081374748520158,-0.18722110123823174,-0.4198188818508081,-0.34240220891064077,-0.6004955970981503,-0.5793552930495958
0.3054443087588689,-0.08766555219178802,0.12850233128236568,0.01871192958626869,0.10070732197327573,-0.18686572027298404,-0.4196580056536641,-0.34151938008296573,-0.6007393029178469,-0.5796171581563999
0.3055670662178639,-0.08824419827657026,0.12825789673277804,0.018767476670024354,0.10091203482964503,-0.18665470962552094,-0.416484289983551,-0.3403881420974371,-0.5976910649758007,-0.5780256507232933
0.30538943281261677,-0.08787347986973455,0.12807708831699918,0.01887162760290739,0.1006252481893639,-0.186677874262682,-0.4181251875430451,-0.33878498824411746,-0.5973275331190344,-0.5784699138425212
0.30536700823282303,-0.08771308738264107,0.12829239997499386,0.018740330493059346,0.1006344553231809,-0.18663754307394462,-0.41926081522422565,-0.3399057310972714,-0.599311621778241,-0.578930769408596
0.30569383387565485,-0.0880165889265151,0.12833667570448729,0.01867401183779328,0.10080422222793645,-0.18724898937609166,-0.4175772722833836,-0.3405981134702005,-0.6000352629482546,-0.5787672573904297
0.3056789328486742,-0.08816501331224437,0.12833624233441643,0.018686596882292326,0.10088009624428496,-0.18697162352213678,-0.4168136902448559,-0.34067427438279224,-0.5993195437445303,-0.5784664673486759
0.3057213952819352,-0.08789829110246562,0.1283397456623982,0.01871783372365739,0.10078554487678217,-0.18773567001131933,-0.4183545583204604,-0.34103595493115985,-0.600194342019847,-0.5790032289256793
0.30533554829479814,-0.08763784524862296,0.12829609582422233,0.018924064704801742,0.10056045795894293,-0.18655398279845234,-0.41918483924654704,-0.3400825830320763,-0.5988647173469035,-0.5798855821673788
0.3058092146172314,-0.08809745079622736,0.12838388683534901,0.018716749608279643,0.10092088569054983,-0.18777532728672056,-0.41739599007494443,-0.3416767140687957,-0.599874962082194,-0.5787698626040844
0.30551782350936824,-0.08792427072033934,0.1283488207885652,0.018790961963565153,0.10069739803194679,-0.1865131268570716,-0.41761318611872256,-0.3402361648584295,-0.5995303340883054,-0.5794555935525767
0.3050855533600435,-0.08706766459836376,0.1284246900742108,0.01904823352212057,0.10026685755340432,-0.18625872743059477,-0.4218163132484658,-0.34035123518500593,-0.6003087818409638,-0.5817745019154815
0.3053536266157308,-0.08803568431140041,0.1283472782004889,0.018832441770919018,0.10069322372929453,-0.18549660535009985,-0.4167244512368087,-0.33970187850706146,-0.5985350115679748,-0.5794074175285588
0.30560155165083375,-0.087926410609249,0.1283595133552029,0.01852350919861235,0.10072313606436352,-0.18677020791228552,-0.4180442659861568,-0.3398459738389411,-0.6010387330861777,-0.5785924810151001
0.3055422277990121,-0.08806307594050353,0.12833518953919437,0.01890401969917919,0.10078048056171947,-0.18652763440271145,-0.41683557040325747,-0.3406769492696877,-0.5984051588432391,-0.5794543589003972
0.3054538103642013,-0.08772060811239484,0.12833417229835256,0.018471187096423553,0.10062258573790164,-0.18662869612850908,-0.41934984198722697,-0.3393398635321127,-0.6012611074453006,-0.5784390869976709
0.3056296436734895,-0.08752850849520506,0.12824961656914477,0.01920872397390768,0.10043735248000302,-0.18771695376121741,-0.4188262979528267,-0.3405242898890232,-0.5993776550516766,-0.5817376131760125
0.30543587673947575,-0.08744433177671485,0.12873541450321016,0.01851376808696552,0.10071763324390295,-0.18704031812252817,-0.42134969775613235,-0.34276663575239247,-0.6032556572415163,-0.5799154532209911
0.3055967260153863,-0.08806845584833665,0.1283020690414826,0.019079576642601317,0.1008526477033006,-0.18720087814930209,-0.41702777469114116,-0.3416282889501505,-0.5971865597810544,-0.579587924445372
0.3055046466117472,-0.08789330464755662,0.12832594273400383,0.018759507767480144,0.10074952762267837,-0.18687288959647433,-0.4182928289976961,-0.34053880025251104,-0.5991870313955573,-0.5788971092034522
0.3054987441216283,-0.08785598213201365,0.1285986529314105,0.018787239869547206,0.10082259706217457,-0.18662545920199305,-0.41845683080402124,-0.34241863702851666,-0.600386706776582,-0.5799642507067696
0.3057323016067033,-0.08799101963520395,0.12829288670418196,0.01892215728540655,0.10088546431193965,-0.18808936610628785,-0.41801494235304754,-0.3418590074838628,-0.5983184518670389,-0.5789968941811221
