epoch,train_loss,val_loss,train_objective,val_objective,train_consistency,val_consistency,train_eq_violation,val_eq_violation,train_ineq_violation,val_ineq_violation,train_mse_y,val_mse_y,train_mse_lam,val_mse_lam,train_mse_mu,val_mse_mu
1.0,15.246006728249986,17.85969747297091,-0.5981834288591372,-0.5971695726580368,1.5844190157109124,1.8456867045628949,1.8398634560323757e-10,4.5473807080975704e-10,0.0,0.0,0.2523387236350644,0.2563195798406987,1.228305528437578,1.5298284166131608,0.10377476363827001,0.05953870810903537
2.0,13.636040036206698,17.495827438098868,-0.5983129313008252,-0.5971822515994054,1.4234352967507522,1.8093009689698272,4.1809132544923244e-10,4.5088960620720546e-10,0.0,0.0,0.22734177487513385,0.25071216660066525,1.1011397502018767,1.5001096751594147,0.09495377167374158,0.05847912720974722
3.0,11.69230788958364,17.069672236956464,-0.5984697714552459,-0.597195203000017,1.2290777661038885,1.7666867439956482,3.750653877754307e-10,4.4637219753784765e-10,0.0,0.0,0.19567496664789027,0.24455230627295485,0.9500632878974811,1.46446578997239,0.08333951155851708,0.05766864775030317
4.0,9.72275769466215,16.60751725150588,-0.5986236245001255,-0.5972085619262733,1.0321381319162275,1.7204725813432153,5.184534287994147e-10,4.413634652200571e-10,0.0,0.0,0.16328507024604214,0.23811799063251915,0.7974093510974261,1.4253442999550199,0.07144371057275938,0.05701029075567644
5.0,7.853818887283836,16.12385169380679,-0.598761293373979,-0.5972224775788104,0.8452580180657815,1.6721074171385604,4.146192084109046e-10,4.3596774662590934e-10,0.0,0.0,0.13274334051844558,0.23157233033294153,0.6522388046377996,1.384093424024813,0.06027587290953632,0.056441662780805674
6.0,6.149779060298121,15.629422517112463,-0.5988765652013772,-0.597236923611537,0.6748655625499498,1.6226659440724,4.961416597004665e-10,4.302686887336371e-10,0.0,0.0,0.10537513161489094,0.22504216931798685,0.519203514090967,1.3417001643939503,0.05028691684409188,0.05592361036046281
7.0,4.64559340420778,15.133418692517171,-0.5989672274752964,-0.5972517261540801,0.5244560631683076,1.573067041867125,3.57515746174375e-10,4.2434671471136555e-10,0.0,0.0,0.08191023075825932,0.21864125834234305,0.4009027555640213,1.2989927441631721,0.041643076846027034,0.05543303936161005
8.0,3.35836761714702,14.643913688615905,-0.599033587052878,-0.5972666080742987,0.3957401204199898,1.5241180296690204,4.082687056483625e-10,4.182866220059367e-10,0.0,0.0,0.062699919776357,0.21247447307101353,0.29870913965921453,1.2566825874113456,0.03433106098441826,0.05496096918666116
9.0,2.2921437788198453,14.168019951080634,-0.5990776210535016,-0.5972811857639887,0.2891221399873347,1.4765301136844622,2.8045320371594686e-10,4.1221625557419374e-10,0.0,0.0,0.04776579412781165,0.20664271242075194,0.2131193437860208,1.2153799198409372,0.02823700207350227,0.05450748142277298
10.0,1.440516006858613,13.711969188644979,-0.5991025232559138,-0.5972950168297626,0.20396185301145267,1.430926420547474,3.7691290921682e-10,4.0635157599888675e-10,0.0,0.0,0.03683592060445021,0.20124764868782982,0.14392822827787916,1.1756031060583803,0.02319770412912331,0.05407566580126399
11.0,0.7888622339048518,13.281162283918427,-0.5991122787215658,-0.5973076596428107,0.13879745126264176,1.3878469943561236,2.408923935326435e-10,4.009465606746865e-10,0.0,0.0,0.029421630526487736,0.1963829815392214,0.09034314586902506,1.1377960801839875,0.01903267486712897,0.05366793263291482
12.0,0.31656910368487945,12.880195838743118,-0.5991112280025207,-0.5973187516635003,0.09156803316874002,1.3477514590406618,3.8991768008811437e-10,3.9620368513793026e-10,0.0,0.0,0.024905349327601457,0.19211682384457948,0.05109221447660452,1.102349274296956,0.01557046936453404,0.053285360899126305
13.0,-0.0008590987424543783,12.512920594124758,-0.5991036225253981,-0.5973280537525784,0.05982445237829437,1.3110248647877336,2.3943126439829323e-10,3.922378352672063e-10,0.0,0.0,0.022616043616481254,0.18848565787235882,0.024537127616256805,1.0696108626939436,0.01267128114555631,0.05292834422143122
14.0,-0.18991133881595954,12.182544226302022,-0.599093261554809,-0.5973354117686153,0.04091819227388495,1.2779879638070637,3.576139828709302e-10,3.8909940131004465e-10,0.0,0.0,0.021893567946406744,0.1855040437149607,0.008783564216878639,1.0398864047511822,0.01024106011059956,0.05259751534092077
