x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
-0.6614577596409645,-0.4879301830143956,-0.9953171982141817,-0.10691247173616913,-0.8806217719819271,0.5561387729137464,-0.6207629394621605,0.13139417433846567,-0.03599631539658654,-0.3011961647838133,-0.11624071198045005,-0.37156431722738836,-0.5001895897712214,0.9718198879911639,0.6938366272689911,0.5426072037628396,0.27129505554648503,0.2767111514439058,0.7700554574521674,0.5072210546355025,0.7152056215440052,-0.025261209961749076,0.5038071264065052,-0.8559630767025872,-0.007517982788757038,-0.20567269582351422,0.9277083055971445,-0.11189182784511642,-0.3204794735126717,-0.2288179330449842,-0.9285344326929648,-0.8284251568651015,-0.6600899085535805,0.6661516137978254,0.18879775188026504,0.6519687112339123,-0.9202121973967736,-0.6840871340028041,-0.7563685156950553,-0.02490889312271327,0.4539385397980147,-0.8707864977839419,-0.5244300789059639,0.7832820971308825,-0.6463745645268448,0.1178288803390326,-0.6985298692998856,-0.23315538677801517,0.5327794599506364,-0.8847165263876575
0.4092544599623027,0.1655854050161567,0.9755938537835847,0.7628951011096001,-0.1161646861623189,-0.6543892102249167,-0.36792407417192474,0.40061220467296077,-0.09248490622567229,0.3114068336028861,-0.3224164032432042,-0.9346875299961899,0.6080251603394633,-0.5712748957496903,0.507723545801658,-0.6831439420313812,-0.6025433140416421,0.4236929196083492,0.26721530522778103,0.1548524678301011,0.19593697056396087,0.08655768133956121,-0.35175860534361947,0.6013482338731309,-0.8081921316449057,-0.44926764316591816,-0.30880424650511684,-0.20261213200318307,0.2297577810362419,0.29471035731906414,-0.11006617496156745,0.6178378014327974,-0.09979958162333524,0.8902859336543159,-0.6725396638475352,0.27011495707138855,-0.3248019788434926,-0.8095028470487997,0.325235224109492,0.8011332585495399,0.019619805565530335,-0.31404188187530657,0.13064731203464852,-0.3356233443836252,-0.660982591404425,-0.30503014739019907,0.23615690177038928,0.9125760988381713,-0.39590718902946387,-0.37122822415073853
0.47434927955491624,-0.08159946616107683,0.4984068583816663,-0.9771676545831285,-0.4448257598609957,0.8968945715409087,-0.8830496316675012,0.5262344514286195,0.6349009004196622,0.5688013817397692,0.16742917715432415,-0.04990547044045912,0.8963904895676289,-0.895199566209165,0.6886517395139393,0.4235243483033919,-0.028900693233123942,0.5617270517698048,-0.5344846639861165,-0.7366942323795234,-0.5001405967998673,0.5735470681579389,-0.5482331700693501,-0.36695811010521173,-0.48593273674618787,0.3854656311233444,0.5785189793412466,-0.2734565425665205,-0.5794508296835339,-0.2281332908178788,0.4814264346485486,0.5547918732425339,-0.5743014740378563,0.40121380518122285,0.019471107593845183,0.8207728107995818,-0.8847153597087509,0.33187515840370807,0.6045110733015977,0.030744179333785482,-0.9270467959989674,-0.6133786406465509,0.06393109296665411,0.22589731115850098,0.8285058017935523,0.9458511543080452,0.6227785249312816,-0.05684399816727037,0.20259691154538784,0.8392569174425355
0.11354854619964927,-0.47002504232395625,0.0584408625634516,-0.35748289304361713,0.3371587675980887,0.1850396590277068,0.30038381744726106,0.8947659459497062,-0.4675106694468232,0.6511749832258669,-0.8063246719909114,-0.14370738853462628,-0.22632226475255468,0.32575916656516046,-0.23714888456310712,0.6829164071508296,-0.8818675309534723,0.09078710065492768,0.6825200284299462,0.620913646762191,0.5448236394943293,-0.21929091139327372,-0.9347311081255258,-0.648631355182476,0.9530469570049172,-0.28815548486287,0.31744529675470523,-0.7260805601124993,0.8547812882883614,-0.6998364538379609,-0.5406316939229163,0.9900918004779318,0.3457240348709294,-0.7231040043746275,0.8774426138524964,0.5003438560362332,0.027570557995587164,-0.7324910389792301,0.7421452955567518,0.00300515390572631,0.45687460545183534,-0.17508287424777325,-0.2567383478237901,-0.24528844419852947,0.06808372982867561,0.3702702680452239,-0.12920912194413847,0.5860913372206105,-0.8326829701783403,0.04230790822838659
-0.36049915213903394,-0.6329275261503897,-0.2301406519411493,0.5464677123594206,0.8207336430235637,-0.8872917085883762,0.12229506215156705,-0.08087006512018502,0.09752981285898565,0.25414528002765646,-0.9855990193829249,-0.19283172226672152,0.019911709382658405,0.31075545107280966,-0.8310886696729263,-0.5278312721279959,-0.6759179888946911,0.8819278527098495,-0.8225062109267205,-0.0355632093313778,-0.42001616945638687,0.04874577088751697,-0.4408809754827452,0.5539024217277635,-0.18616691775600103,-0.4422792631543666,0.03862183368808303,-0.5021961328619537,-0.9024947466251914,0.20561799427791616,0.5573812344173872,-0.857267732029148,-0.5862167421332094,0.6187544635142561,0.5443125470981203,-0.9745709955102184,0.5184828075202432,0.4821794355517439,0.5764936352709977,-0.8150846700981769,-0.8422994807068913,-0.13803104056708015,-0.14816809663235464,0.19701797376709274,-0.7947188051433325,-0.7153812040417271,-0.18278064239127167,0.978319822764568,0.9223281512476127,0.5035301318251899
-0.7019034174624152,0.6898598065512209,0.6192193696067991,-0.6677200045559899,-0.7639573736173517,-0.9702956508946814,0.5203434398885474,-0.651813088024688,-0.34058953275398873,-0.9371229812104755,-0.39506193088125063,-0.3697013989866096,0.4229855311671329,-0.04659280544505817,-0.4011033523679224,0.9407528050921117,-0.8264724916039183,-0.5396119858414379,0.9722105358891417,-0.6747826485130675,0.235492160027728,0.4652763496774839,-0.1283337709735144,-0.9738423900742037,0.9955790721705151,-0.18436198887732647,-0.0946576108205408,-0.9321363282239097,-0.6334749139109013,0.09791117821314321,0.6979354402193274,0.6865144465779465,0.6427847469149688,-0.4655704558217806,0.2911718956185021,0.12072262272596102,-0.34556302383524673,0.4868590380014972,-0.08067651567294165,-0.43584572877598804,-0.9042561384138115,-0.7188438219688895,0.4576106059677614,-0.14530251186616017,-0.9959038119322896,0.1422916228711748,0.43949373749902043,0.032867517933261814,-0.03266136140008746,-0.5413544973879267
0.2323584227061879,0.8625603220573415,0.29415557609322707,0.36304667788926714,-0.7959294624498008,0.8353920727844288,-0.4544172180143389,0.9645620140252475,0.7771972617615388,0.4222199847223487,-0.7612558448334954,0.6170119901867119,0.4917385720031835,-0.8509280636475505,0.31514908671490804,-0.68497420965721,-0.06880284182864105,0.1605631095544029,0.02452959433756008,0.9571150439997915,0.4968335628163152,-0.13782831880831936,0.5123011483409423,-0.4105326168082357,-0.9576533413268891,-0.07408140733570634,0.7519405550305776,-0.57579052388952,0.9395180893179904,0.9667787979475371,0.4607569860664855,-0.9922472009431316,-0.4732214296801316,-0.06285472180786389,0.47769647449720054,-0.6744454697880666,0.20863682886722712,-0.7513282240022883,-0.7612588197516372,-0.08569576456585004,0.6574271266419842,-0.9516712886396463,-0.9878915793230467,-0.545810941242225,-0.2509064362127593,-0.6388911540451332,0.18832098592599777,0.31253857915127603,-0.48620041147388937,0.6624115164458659
0.1536855465150868,-0.14866845403761664,0.2202049955800347,0.5121691864393467,-0.5832020660865651,0.7833058446274945,-0.7024933151528345,0.37940292008075427,0.2432306756323861,-0.685300165380951,0.43821780295855084,-0.8305766177201324,-0.047503524074516745,0.17233083827843054,-0.8596212456340764,0.21149077293450924,0.40530505071659384,0.5550501667185797,0.03847935044082185,0.9583881261079341,-0.40310345192464014,0.364103109227228,-0.08731833062184391,-0.7042884295228693,-0.5962964571496758,-0.06150532868057401,0.9244235750653227,-0.3900799697515611,-0.7651431369491255,0.5427460431786202,-0.5901954333760775,-0.9191199608449092,-0.3201800873858067,0.3282280477607169,0.10935286569101699,-0.7096451059181668,0.265349747676886,0.14324440603724065,0.3185430876914903,-0.14084102205776894,0.048899290787179694,-0.17098676966785242,-0.13034933657884284,-0.36173779896022085,0.9038216919388926,-0.9513267554743625,0.9521378007883572,0.6137750894643577,0.5617965008300405,-0.458441679591048
-0.32939635435983794,-0.5858447033610874,-0.013783748537814278,0.004502378826215292,-0.36592838314771114,0.130816841100301,-0.7799084759243711,-0.7326184958696391,0.9305616613722887,-0.5594740702570209,0.6551382964646972,0.8675052496410924,-0.6130448393646397,0.9860276816853475,-0.8136303650082004,-0.8814249160944214,0.9856644018370613,-0.47881533262206943,0.5116114898100206,0.6087976178386794,-0.42459455589999995,-0.7801250489618927,-0.3246205889075935,-0.38397471204700895,-0.7251691029702305,0.4992719510023693,0.21893707140749963,-0.8803886409573467,-0.5951162106988643,-0.16799833684377008,0.4780092309722346,0.5083118781991525,-0.8721693956400507,-0.08051930838452082,0.8344710474019097,-0.2116001466961741,-0.03567860723404581,-0.5467759246099109,-0.6956595455546253,0.35572031583930386,0.07412542497144181,0.19627397551679593,0.16892611923864886,0.32414106369555307,0.2748705865804697,-0.9734415154072944,-0.9757289245689129,0.5665466786742139,0.7516096677786004,0.6636780480925846
-0.16712638236641908,-0.7645316369092157,0.09874919506762336,0.2111459540032108,-0.7740171892630956,-0.10379859023924376,0.9906605539588611,-0.439694930616908,-0.8725954643475968,0.7165927375867396,-0.6431107095033988,0.6497611537740555,-0.7127759241952045,-0.062340748596734,-0.9609634438932706,0.9327494790571522,-0.8733530919195682,0.7786333258851346,0.7480785097896745,-0.9791195140717024,-0.16160455921484784,0.05637744824827995,0.7089556219215607,0.13228614591915222,0.3515150819673025,-0.7339544208701698,-0.6356352131900305,0.630002805732162,-0.9224043746725721,0.9404339218635147,0.7981279802842862,-0.23570322176919012,-0.7802858059071929,-0.8619326508042353,0.35359179884768266,0.4128515675872497,-0.6108212119774039,0.09393675586927386,-0.4654757609961866,0.7063604957143681,-0.9694486132465376,0.9240309208145068,-0.5448505809280528,0.9135045046727188,-0.3096801198270194,-0.9645658084321593,-0.8715323156150847,0.6965439174818502,-0.9968684604617684,-0.20310562840703628
