epoch,train_loss,val_loss,train_objective,val_objective,train_consistency,val_consistency,train_eq_violation,val_eq_violation,train_ineq_violation,val_ineq_violation,train_mse_y,val_mse_y,train_mse_lam,val_mse_lam,train_mse_mu,val_mse_mu
1.0,72.77048972365823,64.66978797605866,9.733671125860521,9.607254896152075,6.303681859779772,5.506253307990658,1.7894390310272236e-11,2.008555775163696e-11,0.0,0.0,0.3602414538187499,0.3424273654164721,5.83144691020135,5.080822407767737,0.11199349575967053,0.08300353480644924
2.0,57.87542795950978,51.45099357300085,9.483919737187072,9.620993107206443,4.839150822232269,4.1830000465794415,2.3995172528226475e-11,3.356846191874099e-11,0.0,0.0,0.32979858885368,0.3314241300319945,4.442893099284022,3.7981201306391017,0.06645913409456747,0.05345578590834486
3.0,44.84278632000623,38.99945019572963,9.56292050147092,9.650004190813602,3.5279865818535328,2.9349446004916038,3.4890501806647114e-11,3.923638758498212e-11,0.0,0.0,0.3288699916686798,0.3401042886703189,3.155221693615887,2.5584884498117395,0.04389489656896567,0.03635186200954478
4.0,33.46791445230185,29.41183782690351,9.362002530712763,9.187838425297352,2.4105911921589085,2.022399940160616,3.802256106126447e-11,3.68744661728487e-11,0.0,0.0,0.3431452735752017,0.3570348546654716,2.037122848611791,1.6395403508974238,0.030323069971916115,0.02582473459772086
5.0,26.302058388328906,24.55848031886697,8.863593179761073,8.763595940567669,1.7438465208567828,1.5794884378299296,3.4776436979038927e-11,3.6367378638986733e-11,0.0,0.0,0.35414950752758784,0.3554074745225219,1.3675262360255505,1.2045721168225278,0.022170777303644425,0.019508846484879296
6.0,22.719821903575507,21.784095904357677,8.54166434533391,8.504171610143851,1.41781575582416,1.3279924294213825,3.5789503278356975e-11,3.6336934008216354e-11,0.0,0.0,0.3334028982056937,0.321706770375625,1.0673197053989296,0.9909790106641002,0.017093152219536806,0.015306648381657675
7.0,20.32634765674625,19.70214971103824,8.309991474352424,8.28670243518158,1.2016356182393826,1.1415447275856658,3.5736530023042355e-11,3.7377828163713723e-11,0.0,0.0,0.29939681813620467,0.2908722204826284,0.8886762724928979,0.8383461776976151,0.013562527610280236,0.012326329405422325
8.0,18.47027187442487,18.05380745391269,8.11295025256143,8.105502489385513,1.0357321621863442,0.9948304964527174,3.475164968257875e-11,3.8394855278143e-11,0.0,0.0,0.2720830824848702,0.26620559903906926,0.7526029481127645,0.7184305758987755,0.011046131588709233,0.010194321514872748
9.0,16.988265965114785,16.729311178757484,7.947653940852222,7.951667307008726,0.9040612024262565,0.8777643871748763,3.462246118034673e-11,3.809681285699098e-11,0.0,0.0,0.24956891957817384,0.24522136492244664,0.6452804375683339,0.6239166821135284,0.009211845279748835,0.008626340138901165
10.0,15.796224439207789,15.656459382376678,7.805692245909682,7.818305991339189,0.799053219329811,0.783815339103749,3.4164084547359726e-11,3.798771479274948e-11,0.0,0.0,0.23058605727572917,0.22734472943474746,0.5606343201856762,0.5490158576794923,0.007832841868405417,0.007454751989509262
11.0,14.828404896627836,14.77818671439026,7.682592753269192,7.703136761503332,0.7145812143358643,0.7075049952886928,3.5126558770787797e-11,3.695331371911855e-11,0.0,0.0,0.21449039089208413,0.21205805257895882,0.49329353921001856,0.48887908813684167,0.006797284233761628,0.006567854572892516
12.0,14.031720597686709,14.049226542789047,7.576675058570692,7.604717119755387,0.6455045539116016,0.6444509423033662,3.5284913314936493e-11,3.6913381570933673e-11,0.0,0.0,0.20074436064424397,0.19895156364370098,0.43875396680481443,0.43962531790554293,0.006006226462543065,0.005874060754122406
13.0,13.365735101895368,13.435462714862883,7.4862128260132605,7.52048495168038,0.587952227588211,0.5914977763182502,3.432048953052486e-11,3.641422847074603e-11,0.0,0.0,0.18891870761919588,0.18757978870014375,0.3936563493963615,0.3986080659834911,0.005377170572653568,0.005309921634615438
14.0,12.801585376770888,12.912153898003778,7.408609041629674,7.447794670518871,0.5392976335141214,0.5464359227484908,3.3145311891043425e-11,3.6446005004376996e-11,0.0,0.0,0.17853485044226206,0.17753595009626882,0.35590521794626234,0.36406315316714427,0.004857565125597059,0.004836819485077714
15.0,12.317409952968676,12.460606405491463,7.341289853073381,7.384347587533116,0.49761200998952954,0.5076258817958346,3.320406641053961e-11,3.574396289326986e-11,0.0,0.0,0.16928297686730237,0.16854838479339035,0.3239124348175756,0.3346480162049396,0.004416598304651606,0.004429480797504787
16.0,11.897818661943592,12.067498862541767,7.282211940173881,7.3282407640825005,0.4615606721769713,0.4739258098459266,3.2869733881421385e-11,3.48263310889687e-11,0.0,0.0,0.160905632449659,0.16038307840896185,0.29662037798796487,0.30947072316112595,0.004034661739347386,0.0040720082758388025
17.0,11.530895294183232,11.722272482687483,7.229702903309418,7.27799731637219,0.4301192390873812,0.44442751663152946,3.2553372329549623e-11,3.384585768292101e-11,0.0,0.0,0.15321352008909597,0.1528724350219869,0.2732069510359853,0.28780073992716,0.0036987679622998947,0.0037543416823825823
18.0,11.207180398899004,11.416758400347687,7.182543222062958,7.2325907968891485,0.4024637176836045,0.4184167603458537,3.184032747669203e-11,3.318822198275377e-11,0.0,0.0,0.14609479763100688,0.14592879802773998,0.2529683834342935,0.26901783239854055,0.0034005366183041093,0.003470129919573202
19.0,10.919649281701203,11.144111247079536,7.139882464641793,7.19116569814846,0.37797668170594106,0.39529455489310744,3.0846059744757714e-11,3.2609792469816183e-11,0.0,0.0,0.13944859328982526,0.13941048201044295,0.2353936986531932,0.25266884238530296,0.003134389762922542,0.003215230497361482
20.0,10.662017279304782,10.899336708177618,7.101044552827908,7.153260952621371,0.3560972726476874,0.374607575555625,3.100058971064056e-11,3.301510992659903e-11,0.0,0.0,0.1332158138904513,0.1333066325589186,0.2199851506321213,0.23831494957006058,0.0028963081251148198,0.002985993426645851
